D", "COMPSCI", "2212B", "001", "250000001", "Smith", "John", "", "SBS4", "fake-jsmith@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250000000", "Smith", "Jane", "", "SBS4", "fake-jsmit2@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250111111", "Quattro", "Quattro", "", "SBS4", "QQ@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250222222", "Kirk", "James T.", "", "SBS4", "JKirk@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "2500a0001", "ID", "Same", "", "SBS4", "same@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250010101", "Email", "Same", "", "SBS4", "fake-jsmit2@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250333333", "Hasselhoff", "David", "", "SBS4", "dhas99@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250444444", "Connery", "Sean", "", "SBS4", "badaccent@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250555555", "Winkler", "Herbert", "", "SBS4", "hwink1@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250666666", "Girl", "Sarah", "", "SBS4", "sgirl3@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250777777", "Thebabe", "Gabe", "", "SBS4", "gbabe@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250888888", "McGee", "Generic", "", "SBS4", "GMcGee@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250999999", "Marley", "Bob", "", "SBS4", "bmarley@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250111", "ID", "Invalid", "", "SBS4", "invnum@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250000002", "Keller", "Helen", "", "SBS4", "hkeller@uwo.ca"
"10", "A", "1119", "2", "UGRD", "COMPSCI", "2212B", "001", "250000003", "Pope", "The", "", "SBS4", "thepope@uwo.ca"
